1-qid,two_realRank,State,map_AdaRank,map_AdaRank_rerank,map_AdaRank_x,map_LambdaMART,map_LambdaMART_rerank,map_LambdaMART_x,map_LambdaRank,map_LambdaRank_rerank,map_LambdaRank_x,map_ListNet,map_ListNet_rerank,map_ListNet_x,map_MART,map_MART_rerank,map_MART_x,map_RankBoost,map_RankBoost_rerank,map_RankBoost_x,map_RankNet,map_RankNet_rerank,map_RankNet_x,map_coordinate_ascent,map_Cord.Ascent_rerank,map_coordinate_ascent_x,map_linear_regression,map_Lin.Regression_rerank,map_linear_regression_x,map_random_forest,map_Rand.Forest_rerank,map_random_forest_x,ndcg10_AdaRank,ndcg10_AdaRank_rerank,ndcg10_AdaRank_x,ndcg10_LambdaMART,ndcg10_LambdaMART_rerank,ndcg10_LambdaMART_x,ndcg10_LambdaRank,ndcg10_LambdaRank_rerank,ndcg10_LambdaRank_x,ndcg10_ListNet,ndcg10_ListNet_rerank,ndcg10_ListNet_x,ndcg10_MART,ndcg10_MART_rerank,ndcg10_MART_x,ndcg10_RankBoost,ndcg10_RankBoost_rerank,ndcg10_RankBoost_x,ndcg10_RankNet,ndcg10_RankNet_rerank,ndcg10_RankNet_x,ndcg10_coordinate_ascent,ndcg10_coordinate_ascent_rerank,ndcg10_coordinate_ascent_x,ndcg10_linear_regression,ndcg10_linear_regression_rerank,ndcg10_linear_regression_x,ndcg10_random_forest,ndcg10_random_forest_rerank,ndcg10_random_forest_x,ndcg50_AdaRank,ndcg50_AdaRank_rerank,ndcg50_AdaRank_x,ndcg50_LambdaMART,ndcg50_LambdaMART_rerank,ndcg50_LambdaMART_x,ndcg50_LambdaRank,ndcg50_LambdaRank_rerank,ndcg50_LambdaRank_x,ndcg50_ListNet,ndcg50_ListNet_rerank,ndcg50_ListNet_x,ndcg50_MART,ndcg50_MART_rerank,ndcg50_MART_x,ndcg50_RankBoost,ndcg50_RankBoost_rerank,ndcg50_RankBoost_x,ndcg50_RankNet,ndcg50_RankNet_rerank,ndcg50_RankNet_x,ndcg50_coordinate_ascent,ndcg50_coordinate_ascent_rerank,ndcg50_coordinate_ascent_x,ndcg50_linear_regression,ndcg50_linear_regression_rerank,ndcg50_linear_regression_x,ndcg50_random_forest,ndcg50_random_forest_rerank,ndcg50_random_forest_x
2008,44,California,521.7725321,48,0.609155847,0.200000003,6,0.501973031,0.456782309,4,0.474304724,0.390557948,50,0.230757883,6.001496792,44,0.122273644,2.653213649,45,0.385341598,0.459984954,49,0.566295077,0.011065703,31,0.596085584,-0.967775011,50,0.208209757,0.699838336,45,0.134848068,,,,4889056.5,32,1,0.441915888,1,,0.310745556,50,0.243458116,6.001496792,44,0.122273644,2.653213649,45,0.385341598,0.519912416,50,0.449906837,0.59141459,42,0.789541502,-0.967775011,50,0.208209757,0.670120257,44,0.129682981,,,,-22.27777863,44,0.097287266,0.545952595,48,0.365624404,0.330307282,50,0.403556345,6.001496792,44,0.122273644,2.653213649,45,0.385341598,0.427329287,50,0.420280465,0.225943203,49,0.190616519,-0.967775011,50,0.208209757,0.67340293,44,0.128491713
2008,45,Connecticut,760.5482656,7,0.942118914,0.200000003,6,0.501973031,0.455890684,11,0.267898435,0.508364101,46,0.591671184,5.005211353,45,0.102009208,2.299824843,48,0.316959753,0.460710296,47,0.69188293,-0.019207816,44,0.521863831,14.20637277,41,0.327829437,0.667317734,46,0.128030373,,,,4946689,27,1,0.441915888,1,,0.373472364,45,0.529879162,5.005211353,45,0.102009208,2.299824843,48,0.316959753,0.526079113,46,0.761572534,0.566629599,47,0.718744153,14.20637277,41,0.327829437,0.630506855,45,0.121397886,,,,-21.47602844,39,0.11155601,0.547455593,4,0.713104963,0.392127921,46,0.636639166,5.005211353,45,0.102009208,2.299824843,48,0.316959753,0.43675996,46,0.622429428,0.305234666,45,0.562193012,14.20637277,41,0.327829437,0.595225911,46,0.112094626
2008,46,New Jersey,713.2119075,33,0.876110284,0.200000003,6,0.501973031,0.456487687,7,0.406101469,0.474474629,47,0.487846714,3.99135375,46,0.081387355,2.178067402,50,0.293399306,0.460195735,48,0.602790261,-0.029677129,46,0.496196158,8.685257952,45,0.284305807,0.713230017,44,0.137655532,,,,4946689,27,1,0.441915888,1,,0.363064494,48,0.482355097,3.99135375,46,0.081387355,2.178067402,50,0.293399306,0.524106381,48,0.661870403,0.533854992,49,0.62512478,8.685257952,45,0.284305807,0.610158569,46,0.117142066,,,,-24.2647686,48,0.061924813,0.547428157,7,0.706761924,0.376277005,48,0.576876338,3.99135375,46,0.081387355,2.178067402,50,0.293399306,0.433523447,48,0.553053912,0.279177886,47,0.440085457,8.685257952,45,0.284305807,0.636070919,45,0.120661583
2008,47,Kentucky,728.7909502,24,0.897834627,0.200000003,6,0.501973031,0.455698904,21,0.223502371,0.538682662,38,0.684555738,2.997796774,47,0.061178416,3.082467508,36,0.468403568,0.461080667,44,0.75601011,-0.035375671,47,0.482225011,14.08605071,42,0.326880923,0.532968024,47,0.099864982,,,,4946687,30,1,0.441915888,1,,0.387521581,40,0.594030227,2.997796774,47,0.061178416,3.082467508,36,0.468403568,0.527309645,44,0.823763792,0.613550595,28,0.852772126,14.08605071,42,0.326880923,0.486435638,47,0.091265563,,,,-24.39307213,49,0.059641396,0.547427252,8,0.706552638,0.410320814,42,0.705231966,2.997796774,47,0.061178416,3.082467508,36,0.468403568,0.439442101,43,0.679921819,0.327138642,34,0.664839661,14.08605071,42,0.326880923,0.484433605,47,0.088856708
2008,48,Illinois,723.5911915,26,0.890583774,0.200000003,6,0.501973031,0.456649661,6,0.443597415,0.464328591,48,0.456763107,1.998951554,48,0.040861914,2.480145891,47,0.351852443,0.459772927,50,0.529584115,-0.052969665,48,0.439089719,7.818722085,46,0.277474798,0.315054174,48,0.054181008,,,,4889027,34,1,0.441915888,1,,0.346973955,49,0.408883014,1.998951554,48,0.040861914,2.480145891,47,0.351852443,0.523277762,49,0.619991905,0.558589695,48,0.695778483,7.818722085,46,0.277474798,0.316855572,48,0.055798095,,,,-19.95565987,35,0.138614004,0.547839635,1,0.801892276,0.356815905,49,0.503502007,1.998951554,48,0.040861914,2.480145891,47,0.351852443,0.429795257,49,0.473139173,0.304910167,46,0.560672346,7.818722085,46,0.277474798,0.371941776,48,0.065262327
2008,49,New Mexico,680.6239944,41,0.830667762,0.200000003,6,0.501973031,0.455010731,49,0.064193948,0.564483729,16,0.763600405,0.987409234,49,0.020287154,3.677294223,26,0.583504407,0.46176447,7,0.87440581,-0.053056703,49,0.438876328,6.218210801,48,0.26485777,0.303015306,49,0.051657152,,,,-45877504,48,1,0.441915888,1,,0.402121783,4,0.66069718,0.987409234,49,0.020287154,3.677294223,26,0.583504407,0.528021317,35,0.859731773,0.619652869,22,0.870203033,6.218210801,48,0.26485777,0.225615397,50,0.036715322,,,,-22.8754158,46,0.086651119,0.546816554,42,0.565364384,0.425078466,24,0.76087285,0.987409234,49,0.020287154,3.677294223,26,0.583504407,0.442553101,12,0.746606934,0.364909135,7,0.841840145,6.218210801,48,0.26485777,0.318095727,49,0.053968492
2008,50,Rhode Island,726.6827123,25,0.894894775,-50.68343353,50,0,0.455407931,38,0.156143638,0.549376396,33,0.717317275,0.016114742,50,0.000531033,2.652882017,46,0.385277426,0.461350939,36,0.80280575,-0.059398811,50,0.423327348,4.488452406,49,0.251221871,0.271731005,50,0.045098637,,,,-53390068,49,1,0.441915888,1,,0.390516628,32,0.607706108,0.016114742,50,0.000531033,2.652882017,46,0.385277426,0.527574078,40,0.83712827,0.599350947,37,0.812211393,4.488452406,49,0.251221871,0.239647981,49,0.03965022,,,,-25.2830658,50,0.043802182,0.547450447,5,0.711915221,0.409244259,44,0.701173021,0.016114742,50,0.000531033,2.652882017,46,0.385277426,0.43956649,42,0.682588145,0.35657606,19,0.802789599,4.488452406,49,0.251221871,0.250477307,50,0.039785998
2009,1,Nebraska,771.1364719,5,0.956883738,0,44,0.5,0.455405124,37,0.155493885,0.570589201,6,0.782305253,48.98643112,1,0.996586776,5.167903827,2,0.871942051,0.461740732,8,0.870295724,0.062248761,3,0.721571369,35.18697731,6,0.493222132,4.591065861,2,0.950614191,,,,760277.6875,35,1,0.441915888,1,,0.392337571,21,0.616020838,48.98643112,1,0.996586776,5.167903827,2,0.871942051,0.529596543,3,0.939343924,0.638203463,6,0.92319207,35.18697731,6,0.493222132,4.73486987,1,0.979820496,,,,27.19854355,1,0.977817165,0.547395403,11,0.699189428,0.429001235,11,0.775662899,48.98643112,1,0.996586776,5.167903827,2,0.871942051,0.442229513,13,0.739670727,0.367136637,6,0.852278689,35.18697731,6,0.493222132,4.653815635,2,0.963355664
2009,2,South Dakota,787.1408377,2,0.979201176,8.683006287,2,0.585659215,0.455563997,26,0.1922722,0.574667436,3,0.794799416,48.00439453,2,0.976612162,5.41135789,1,0.919051177,0.461719863,10,0.866682323,0.072363584,2,0.746369936,48.40909218,1,0.597453696,4.646815898,1,0.962301761,,,,77419.71875,37,1,0.441915888,1,,0.391682603,23,0.613030144,48.00439453,2,0.976612162,5.41135789,1,0.919051177,0.529760576,1,0.947634185,0.60363282,33,0.824442393,48.40909218,1,0.597453696,4.68200381,2,0.968763623,,,,23.54486275,2,0.912792623,0.547311055,17,0.679688963,0.430910512,7,0.782861459,48.00439453,2,0.976612162,5.41135789,1,0.919051177,0.442424935,8,0.743859667,0.349309687,26,0.768737848,48.40909218,1,0.597453696,4.662081362,1,0.965089342
2009,3,Oklahoma,741.5000726,17,0.915556982,0.200000003,4,0.501973031,0.455386269,40,0.151129033,0.573625862,5,0.791608426,47.0043335,3,0.95627093,4.440628281,12,0.731211947,0.461741854,6,0.870490025,0.027695689,11,0.636857411,30.96750117,14,0.459959481,4.31342089,4,0.892408044,,,,34533.71484,39,1,0.441915888,1,,0.39790767,6,0.641454839,47.0043335,3,0.95627093,4.440628281,12,0.731211947,0.529362251,6,0.927502779,0.623884231,16,0.882289751,30.96750117,14,0.459959481,4.373442751,4,0.904228447,,,,20.66501808,3,0.861540039,0.547132631,32,0.638438721,0.434321149,4,0.795720608,47.0043335,3,0.95627093,4.440628281,12,0.731211947,0.44284281,6,0.752816914,0.365648546,7,0.845305182,30.96750117,14,0.459959481,4.328367153,4,0.895095102
2009,4,Tennessee,751.9824373,11,0.930174214,0,44,0.5,0.4556036,22,0.201439998,0.560094416,17,0.750153216,46.00128174,4,0.935868868,5.140920821,3,0.866720754,0.46166723,17,0.857569423,0.046401363,5,0.682718217,35.97756641,4,0.499454444,4.376196521,3,0.905568476,,,,8371924.5,5,1,0.441915888,1,,0.38841433,30,0.598106669,46.00128174,4,0.935868868,5.140920821,3,0.866720754,0.529443081,4,0.931587917,0.629222906,11,0.897539465,35.97756641,4,0.499454444,4.390026335,3,0.907696884,,,,19.84274864,5,0.846906113,0.547283094,19,0.673224497,0.429556431,10,0.777756158,46.00128174,4,0.935868868,5.140920821,3,0.866720754,0.441959078,19,0.733873889,0.353567798,23,0.788692251,35.97756641,4,0.499454444,4.42560461,3,0.915489984
2009,5,Alabama,736.1502937,18,0.908096932,2.580473661,3,0.525456776,0.455710355,16,0.226153265,0.559364655,19,0.747917506,45.00437546,5,0.915591804,4.704833586,4,0.782336504,0.461336568,35,0.800317461,0.018263138,15,0.613731575,35.99317574,3,0.499577494,4.215088532,5,0.871793417,,,,7756669,7,1,0.441915888,1,,0.394517901,15,0.625976588,45.00437546,5,0.915591804,4.704833586,4,0.782336504,0.528713555,18,0.894717602,0.623185657,18,0.880294301,35.99317574,3,0.499577494,4.25322966,5,0.879086023,,,,19.87189674,4,0.847424862,0.547364932,13,0.692144906,0.427629556,13,0.770491246,45.00437546,5,0.915591804,4.704833586,4,0.782336504,0.441958348,20,0.733858237,0.332327001,34,0.689153402,35.99317574,3,0.499577494,4.245012212,5,0.877611982
2009,6,Utah,746.4926906,15,0.922518985,0.200000003,4,0.501973031,0.455606745,21,0.202167921,0.568088596,8,0.774644349,43.99644852,6,0.89509058,4.271066553,15,0.69840122,0.461739899,9,0.87015141,0.025067223,12,0.630413187,34.91742902,7,0.49109725,4.157324541,6,0.859683637,,,,15699782,1,1,0.441915888,1,,0.394619373,14,0.626439927,43.99644852,6,0.89509058,4.271066553,15,0.69840122,0.529288963,7,0.923798767,0.606749493,30,0.833345048,34.91742902,7,0.49109725,4.207752521,6,0.869574534,,,,16.56939125,11,0.788650186,0.547043618,37,0.617859809,0.432086209,6,0.787294197,43.99644852,6,0.89509058,4.271066553,15,0.69840122,0.442376979,9,0.742831703,0.35516208,20,0.796163391,34.91742902,7,0.49109725,4.191348646,6,0.866356421
2009,7,Florida ,577.6696184,47,0.687102065,0.200000003,4,0.501973031,0.456684268,5,0.451608758,0.50653829,44,0.586077592,43.00782394,7,0.874981966,4.51084162,8,0.744798449,0.461273495,39,0.789396937,0.07758941,1,0.759182124,39.24545894,2,0.525215644,4.008242076,8,0.828429637,,,,3375907,29,1,0.441915888,1,,0.361930278,46,0.477176076,43.00782394,7,0.874981966,4.51084162,8,0.744798449,0.527087017,41,0.812512167,0.609158025,27,0.840224923,39.24545894,2,0.525215644,4.028296278,8,0.832041475,,,,16.28676796,12,0.78362034,0.546453764,46,0.481490477,0.411745137,39,0.710602101,43.00782394,7,0.874981966,4.51084162,8,0.744798449,0.438608696,43,0.662057569,0.319066195,38,0.627010472,39.24545894,2,0.525215644,4.023303775,8,0.831110175
2009,8,Indiana,722.9547011,28,0.889696214,0,44,0.5,0.455537747,27,0.186195262,0.567836634,9,0.773872431,41.98850632,8,0.854249056,4.486786076,10,0.740143625,0.461799152,5,0.88041079,0.046453192,4,0.682845286,31.04229044,12,0.460549054,4.05600264,7,0.838442275,,,,34633.21484,38,1,0.441915888,1,,0.394401329,16,0.6254443,41.98850632,8,0.854249056,4.486786076,10,0.740143625,0.529673309,2,0.943223703,0.627640932,13,0.893020619,31.04229044,12,0.460549054,4.053820079,7,0.837379748,,,,19.0717392,6,0.833184462,0.547139397,30,0.640003118,0.434155607,5,0.795096465,41.98850632,8,0.854249056,4.486786076,10,0.740143625,0.443366761,3,0.764047957,0.355390066,19,0.797231785,31.04229044,12,0.460549054,4.046931809,7,0.836065992
2009,9,Nevada,786.9353045,3,0.978914568,0.200000003,4,0.501973031,0.455575048,23,0.194830461,0.561511117,15,0.75449345,40.99053574,9,0.833950344,4.41510244,13,0.726272616,0.461486346,27,0.826250549,0.011511513,20,0.597178578,34.15718788,8,0.485104175,3.952577454,9,0.816759975,,,,6410985.5,9,1,0.441915888,1,,0.389749361,28,0.604202641,40.99053574,9,0.833950344,4.41510244,13,0.726272616,0.528986362,11,0.908505287,0.60996197,25,0.842521361,34.15718788,8,0.485104175,3.966721369,9,0.819163157,,,,18.9014225,7,0.830153336,0.547375322,12,0.69454689,0.425230576,17,0.761446355,40.99053574,9,0.833950344,4.41510244,13,0.726272616,0.441170084,24,0.716961592,0.357472016,17,0.806988239,34.15718788,8,0.485104175,4.00456935,9,0.82718076
2009,10,New Hampshire,798.8367633,1,0.995510669,0,44,0.5,0.45538839,39,0.151620056,0.563223324,12,0.759739002,40.00558853,10,0.813916528,4.634959155,5,0.768815582,0.46150463,23,0.829416329,0.028791422,9,0.639543826,33.21571957,9,0.477682464,3.852482311,11,0.795775793,,,,6483620.5,8,1,0.441915888,1,,0.387759503,31,0.595116616,40.00558853,10,0.813916528,4.634959155,5,0.768815582,0.529210077,8,0.919811857,0.642640443,1,0.935866131,33.21571957,9,0.477682464,3.851791582,11,0.79512573,,,,17.58443642,9,0.80671494,0.547618405,2,0.750745781,0.420807851,27,0.74477132,40.00558853,10,0.813916528,4.634959155,5,0.768815582,0.441378613,23,0.721431462,0.359490903,13,0.816449168,33.21571957,9,0.477682464,3.86007188,11,0.796873418
2009,11,Montana,724.4784453,26,0.891821014,0.200000003,4,0.501973031,0.455414294,36,0.157616741,0.577953508,1,0.804866692,39.00071716,11,0.793477455,3.824312228,20,0.611952854,0.461679915,15,0.859765636,0.018536119,14,0.614400845,32.25136325,11,0.470080324,3.890981315,10,0.803846815,,,,12435783,3,1,0.441915888,1,,0.39893488,5,0.646145251,39.00071716,11,0.793477455,3.824312228,20,0.611952854,0.528982486,12,0.90830939,0.61293907,22,0.851025329,32.25136325,11,0.470080324,3.895656889,10,0.804300106,,,,16.57711601,10,0.788787663,0.547123709,33,0.636376067,0.429671312,9,0.778189294,39.00071716,11,0.793477455,3.824312228,20,0.611952854,0.442718808,7,0.750158902,0.351871757,25,0.780744245,32.25136325,11,0.470080324,3.88529318,10,0.80216341
2009,12,Virginia,751.5980451,12,0.929638195,0.200000003,4,0.501973031,0.455673696,17,0.217666865,0.5456859,31,0.706010997,38.00650406,12,0.77325517,4.461260235,11,0.735204295,0.461419113,28,0.814609559,0.040814854,8,0.66902174,30.97928677,13,0.460052389,3.618855757,12,0.74679777,,,,5095353.5,10,1,0.441915888,1,,0.382724888,38,0.572127729,38.00650406,12,0.77325517,4.461260235,11,0.735204295,0.528786841,17,0.898421487,0.630892362,10,0.902308199,30.97928677,13,0.460052389,3.696120799,12,0.762567372,,,,18.31141853,8,0.819653038,0.547335566,15,0.685355598,0.421929839,22,0.74900156,38.00650406,12,0.77325517,4.461260235,11,0.735204295,0.440588607,32,0.704497482,0.352388207,24,0.78316444,30.97928677,13,0.460052389,3.610445491,12,0.744516014
2009,13,Missouri,756.9044405,9,0.937037747,0.200000003,4,0.501973031,0.455567921,25,0.193180579,0.552200144,26,0.725968168,36.99295807,13,0.752639655,4.546162036,6,0.75163306,0.46151365,22,0.830978107,0.006547274,25,0.585007727,32.61870588,10,0.472976132,3.461550806,13,0.713819989,,,,8201959.5,6,1,0.441915888,1,,0.384684624,36,0.581076209,36.99295807,13,0.752639655,4.546162036,6,0.75163306,0.528696562,19,0.893858749,0.631229137,9,0.903270185,32.61870588,10,0.472976132,3.504624499,13,0.72251615,,,,13.43462944,14,0.732860843,0.547284487,18,0.673546633,0.42322742,19,0.753893839,36.99295807,13,0.752639655,4.546162036,6,0.75163306,0.440406836,33,0.700601182,0.364610864,9,0.840442384,32.61870588,10,0.472976132,3.494759257,13,0.720251629
2009,14,North Dakota,709.996541,37,0.871626586,0.200000003,4,0.501973031,0.455307462,44,0.132885659,0.574217505,4,0.793420996,35.98897552,14,0.73221866,3.29403117,27,0.509341802,0.461846729,4,0.888648324,0.028758045,10,0.639461997,26.78821985,17,0.427013691,3.428350553,14,0.70685981,,,,12514241,2,1,0.441915888,1,,0.397456484,8,0.639394648,35.98897552,14,0.73221866,3.29403117,27,0.509341802,0.528973256,13,0.907842915,0.606487014,31,0.832595285,26.78821985,17,0.427013691,3.43764266,14,0.708506978,,,,11.99244595,16,0.707194309,0.546784697,42,0.557999498,0.428942436,12,0.775441208,35.98897552,14,0.73221866,3.29403117,27,0.509341802,0.443294644,5,0.762502112,0.355111287,21,0.795925364,26.78821985,17,0.427013691,3.442889054,14,0.709372214
2009,15,Texas,571.0260568,48,0.677837888,0.200000003,4,0.501973031,0.45564872,19,0.211885134,0.496266401,46,0.554608425,35.00291443,15,0.712162187,4.309753876,14,0.705887338,0.462421684,1,0.988197801,0.042990879,7,0.674356714,35.77007075,5,0.49781873,3.245282882,16,0.668481071,,,,11160129,4,1,0.441915888,1,,0.386261787,32,0.588277797,35.00291443,15,0.712162187,4.309753876,14,0.705887338,0.529434536,5,0.931156079,0.631870053,8,0.905100936,35.77007075,5,0.49781873,3.298000497,15,0.679300987,,,,12.68571663,15,0.719532445,0.545264802,50,0.206612387,0.470429812,2,0.931861371,35.00291443,15,0.712162187,4.309753876,14,0.705887338,0.44333771,4,0.76342524,0.379639889,1,0.91087156,35.77007075,5,0.49781873,3.271419992,15,0.673407768
2009,16,Colorado,761.4859472,7,0.943426473,0.200000003,4,0.501973031,0.455398485,38,0.1539569,0.56148821,16,0.754423274,33.9852066,16,0.69146202,4.546162036,6,0.75163306,0.461680868,14,0.859930687,0.006949242,24,0.585993233,29.23348012,15,0.446289979,3.233698635,17,0.666052522,,,,3375651,30,1,0.441915888,1,,0.390628345,25,0.608216227,33.9852066,16,0.69146202,4.546162036,6,0.75163306,0.529178274,9,0.918204529,0.641563238,3,0.932789136,29.23348012,15,0.446289979,3.245775865,17,0.668378268,,,,10.30752468,18,0.677207772,0.547225029,23,0.659800552,0.429786168,8,0.778622337,33.9852066,16,0.69146202,4.546162036,6,0.75163306,0.441809185,21,0.730660903,0.367847694,5,0.85561085,29.23348012,15,0.446289979,3.26192108,16,0.671415437
2009,17,Iowa,725.3383835,25,0.893020163,0.200000003,4,0.501973031,0.45543655,34,0.162768741,0.564964872,10,0.765074444,33.03603363,17,0.672155852,4.044168944,17,0.654495819,0.461681165,13,0.859982062,0.012182491,19,0.598823618,25.32250271,20,0.415459261,3.15595482,18,0.649754125,,,,4901918.5,23,1,0.441915888,1,,0.393887375,20,0.623097503,33.03603363,17,0.672155852,4.044168944,17,0.654495819,0.528894289,15,0.9038519,0.622856978,19,0.879355442,25.32250271,20,0.415459261,3.162751712,18,0.651013866,,,,11.36956501,17,0.6961089,0.547214837,25,0.65744412,0.425103862,18,0.760968603,33.03603363,17,0.672155852,4.044168944,17,0.654495819,0.441988972,17,0.734514668,0.359898876,12,0.818361016,25.32250271,20,0.415459261,3.174086519,18,0.652992747
2009,18,Idaho,747.5361019,14,0.92397398,0.200000003,4,0.501973031,0.455300506,46,0.131275375,0.57000497,7,0.780515391,32.01425934,18,0.651372973,3.993873956,18,0.644763581,0.461741291,7,0.870392477,0.013285374,16,0.601527565,23.43212024,22,0.400557143,3.272874845,15,0.674265515,,,,145875.6094,36,1,0.441915888,1,,0.395524474,10,0.630572767,32.01425934,18,0.651372973,3.993873956,18,0.644763581,0.529051935,10,0.911819379,0.622552994,20,0.878487123,23.43212024,22,0.400557143,3.288202034,16,0.67725165,,,,14.05330944,13,0.743871488,0.547219453,24,0.658511333,0.427425797,14,0.76972301,32.01425934,18,0.651372973,3.993873956,18,0.644763581,0.442251982,12,0.740152367,0.365225275,8,0.843321644,23.43212024,22,0.400557143,3.198588615,17,0.658131892
2009,19,Georgia,719.3898017,33,0.884725107,0.200000003,4,0.501973031,0.455774251,13,0.240944854,0.540305127,34,0.689526353,30.98643112,19,0.630466957,3.895178527,19,0.625665705,0.461374844,32,0.806944812,0.019179194,13,0.615977473,25.98609026,18,0.420690404,2.867678363,20,0.589319168,,,,5037405,12,1,0.441915888,1,,0.385207336,33,0.583462999,30.98643112,19,0.630466957,3.895178527,19,0.625665705,0.528341521,23,0.875914963,0.624241573,15,0.883310484,25.98609026,18,0.420690404,2.883092719,20,0.592523522,,,,3.098118782,19,0.548902006,0.54718148,27,0.649732192,0.422625689,20,0.751625129,30.98643112,19,0.630466957,3.895178527,19,0.625665705,0.441081631,25,0.715065574,0.333502449,32,0.6946618,25.98609026,18,0.420690404,2.910254225,20,0.597655754
2009,20,Louisiana,638.5227281,44,0.771959256,0.200000003,4,0.501973031,0.455873591,9,0.263941422,0.552957392,25,0.728288087,29.99136353,20,0.610227292,2.889585355,38,0.431080266,0.461497488,24,0.82817974,-0.002613575,28,0.562548024,23.60616152,21,0.401929132,2.797467315,21,0.574599959,,,,2951323.75,31,1,0.441915888,1,,0.397109463,9,0.637810093,29.99136353,20,0.610227292,2.889585355,38,0.431080266,0.52800511,28,0.858912696,0.604334741,32,0.826447403,23.60616152,21,0.401929132,2.845222988,21,0.584603113,,,,-1.749587059,20,0.462627405,0.546934543,40,0.592642543,0.421659516,24,0.747982361,29.99136353,20,0.610227292,2.889585355,38,0.431080266,0.442257547,11,0.740271653,0.332996819,33,0.692292309,23.60616152,21,0.401929132,2.787568496,21,0.571923273
2009,21,Arkansas,710.5500549,36,0.872398439,0.200000003,4,0.501973031,0.455448504,30,0.165536046,0.564770794,11,0.764479862,28.98982239,21,0.589855956,3.68101146,23,0.584223705,0.461669705,16,0.857997865,-0.003556036,29,0.560237385,19.42505434,27,0.368968948,2.714047176,22,0.557111564,,,,-53314256,44,1,0.441915888,1,,0.397708243,7,0.640544219,28.98982239,21,0.589855956,3.68101146,23,0.584223705,0.528627396,20,0.890363086,0.599714608,38,0.813250176,19.42505434,27,0.368968948,2.722887189,22,0.559016727,,,,-5.735292912,21,0.391693815,0.5470721,36,0.624444655,0.42639893,15,0.765851407,28.98982239,21,0.589855956,3.68101146,23,0.584223705,0.442191336,16,0.738852404,0.348116368,27,0.763145704,19.42505434,27,0.368968948,2.68727795,22,0.550888027
2009,22,North Carolina,735.9397478,19,0.907803335,0.200000003,4,0.501973031,0.455769051,15,0.239740917,0.52877067,38,0.654189159,27.99733353,22,0.569668742,4.222782858,16,0.689058173,0.46110486,41,0.760198957,0.007832379,23,0.588158427,22.42957031,24,0.392653918,2.563550102,25,0.525561002,,,,4946826.5,14,1,0.441915888,1,,0.385095961,34,0.58295444,27.99733353,22,0.569668742,4.222782858,16,0.689058173,0.527745973,36,0.845815845,0.640345959,4,0.929312028,22.42957031,24,0.392653918,2.565729206,25,0.526147323,,,,-9.03516674,22,0.332965974,0.547349177,14,0.688502457,0.41787818,33,0.733725559,27.99733353,22,0.569668742,4.222782858,16,0.689058173,0.439872935,37,0.689156875,0.324206223,36,0.651097727,22.42957031,24,0.392653918,2.551459054,25,0.522400956
2009,23,Ohio,579.5034165,46,0.689659222,0.200000003,4,0.501973031,0.457133193,1,0.555532592,0.521830879,41,0.632928274,27.00198364,23,0.549423335,2.362197883,42,0.329029132,0.460976997,44,0.738060427,-0.033437392,38,0.486977102,25.65108324,19,0.418049502,2.579571471,24,0.52891976,,,,4988373,13,1,0.441915888,1,,0.390734368,24,0.608700348,27.00198364,23,0.549423335,2.362197883,42,0.329029132,0.526777601,44,0.796874212,0.585128394,44,0.771585231,25.65108324,19,0.418049502,2.67667083,23,0.549350631,,,,-11.70978832,23,0.285365745,0.546660482,43,0.52928201,0.421174374,25,0.746153225,27.00198364,23,0.549423335,2.362197883,42,0.329029132,0.440344462,34,0.699264168,0.305621092,43,0.56400389,25.65108324,19,0.418049502,2.656703879,23,0.544475328
2009,24,Kansas,774.4171619,4,0.961458527,0.200000003,4,0.501973031,0.455347241,42,0.142094136,0.559310057,20,0.747750238,25.99333954,24,0.528907525,4.490923268,9,0.740944185,0.461577111,20,0.841965879,0.010079164,21,0.593666882,21.7108643,26,0.38698827,2.63512553,23,0.540566244,,,,-10530276,40,1,0.441915888,1,,0.389611651,29,0.603573832,25.99333954,24,0.528907525,4.490923268,9,0.740944185,0.528836601,16,0.900936362,0.63988422,5,0.927993088,21.7108643,26,0.38698827,2.613482679,24,0.536134905,,,,-13.82800961,24,0.24766777,0.547439217,7,0.709318856,0.421994429,21,0.749245086,25.99333954,24,0.528907525,4.490923268,9,0.740944185,0.440843119,30,0.709953012,0.369983107,3,0.865617848,21.7108643,26,0.38698827,2.616730109,24,0.536091107
2009,25,West Virginia,688.7182435,42,0.841954864,0.200000003,4,0.501973031,0.455528367,28,0.184023961,0.562419089,14,0.757275131,24.99565887,25,0.50861471,2.885868117,40,0.430360968,0.461360435,34,0.804450002,-0.018597717,32,0.523359615,18.72893936,28,0.363481388,2.306714948,26,0.471717474,,,,-53441348,48,1,0.441915888,1,,0.399306252,4,0.647840998,24.99565887,25,0.50861471,2.885868117,40,0.430360968,0.52793058,32,0.855145945,0.591861857,41,0.790819102,18.72893936,28,0.363481388,2.330473092,26,0.476943789,,,,-15.80047703,25,0.212563775,0.547119926,34,0.635501619,0.420224733,29,0.742572786,24.99565887,25,0.50861471,2.885868117,40,0.430360968,0.442293972,10,0.741052435,0.314745342,40,0.606762047,18.72893936,28,0.363481388,2.299473989,26,0.469548837
